month,hour,day_type,daylight_savings_status,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation,carbon_intensity,electricity_pricing,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3,outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3
9,18,6,0,2.54995,0.0,0.0,0.0,71.870834,0.14636998,0.4,0.22,0.22,0.4,19.4,84.0,52.0,30.0,18.3,17.8,19.4,90.0,93.0,78.0,0.0,8.0,49.0,0.0,0.0,84.0
9,19,6,0,1.24445,0.0,0.0,0.0,0.0,0.1463076,0.4,0.22,0.22,0.4,18.9,87.0,2.0,0.0,17.8,18.3,18.9,93.0,90.0,81.0,0.0,53.0,1.0,0.0,1.0,0.0
9,20,6,0,2.2589834,0.0,0.0,0.0,0.0,0.14837934,0.4,0.22,0.22,0.4,18.3,90.0,0.0,0.0,18.3,18.9,18.3,93.0,90.0,84.0,0.0,181.0,0.0,0.0,5.0,0.0
9,21,6,0,1.1237833,0.0,0.0,0.0,0.0,0.14335136,0.22,0.22,0.22,0.22,17.8,93.0,0.0,0.0,18.3,20.0,18.3,93.0,84.0,84.0,0.0,235.0,0.0,0.0,46.0,0.0
9,22,6,0,0.71868336,0.0,0.0,0.0,0.0,0.12562738,0.22,0.22,0.22,0.22,18.3,90.0,0.0,0.0,18.3,21.7,18.3,93.0,79.0,90.0,0.0,629.0,0.0,0.0,399.0,0.0
9,23,6,0,0.5293667,0.0,0.0,0.0,0.0,0.11330829,0.22,0.22,0.22,0.22,18.3,90.0,0.0,0.0,18.3,22.8,18.3,90.0,74.0,90.0,0.0,799.0,0.0,0.0,620.0,0.0
9,24,6,0,2.2741084,0.0,0.0,0.0,0.0,0.11623807,0.22,0.22,0.22,0.22,18.3,90.0,0.0,0.0,17.8,22.8,17.2,93.0,71.0,84.0,8.0,873.0,0.0,0.0,760.0,0.0
9,1,7,0,0.91691667,0.0,0.0,0.0,0.0,0.11212586,0.22,0.22,0.22,0.22,17.8,93.0,0.0,0.0,18.3,22.8,18.3,90.0,69.0,87.0,53.0,856.0,0.0,1.0,751.0,0.0
9,2,7,0,0.44486666,0.0,0.0,0.0,0.0,0.11000622,0.22,0.22,0.22,0.22,18.3,93.0,0.0,0.0,18.9,22.8,18.3,90.0,69.0,87.0,181.0,789.0,0.0,5.0,741.0,0.0
9,3,7,0,0.44666666,0.0,0.0,0.0,0.0,0.109287314,0.22,0.22,0.22,0.22,18.3,93.0,0.0,0.0,20.0,22.2,18.3,84.0,71.0,87.0,235.0,645.0,0.0,46.0,686.0,0.0
9,4,7,0,0.44328332,0.0,0.0,0.0,0.0,0.11270575,0.22,0.22,0.4,0.22,18.3,93.0,0.0,0.0,21.7,22.2,17.8,79.0,71.0,87.0,629.0,452.0,0.0,399.0,589.0,0.0
9,5,7,0,0.44156668,0.0,0.0,0.0,0.0,0.121112525,0.22,0.22,0.4,0.22,18.3,90.0,0.0,0.0,22.8,21.1,17.8,74.0,73.0,90.0,799.0,230.0,0.0,620.0,378.0,0.0
9,6,7,0,0.44158334,0.0,0.0,0.0,0.0,0.1337727,0.22,0.22,0.4,0.22,17.8,93.0,8.0,0.0,22.8,19.4,18.3,71.0,78.0,87.0,873.0,49.0,7.0,760.0,84.0,1.0
9,7,7,0,2.6164668,0.0,0.0,0.0,2.2916667,0.14415073,0.22,0.22,0.4,0.22,18.3,90.0,53.0,1.0,22.8,18.9,18.9,69.0,81.0,84.0,856.0,1.0,74.0,751.0,0.0,25.0
9,8,7,0,0.6986333,0.0,0.0,0.0,47.070835,0.15045045,0.22,0.22,0.4,0.22,18.9,90.0,181.0,5.0,22.8,18.3,19.4,69.0,84.0,81.0,789.0,0.0,177.0,741.0,0.0,9.0
9,9,7,0,0.6243333,0.0,0.0,0.0,169.09166,0.15801091,0.22,0.22,0.22,0.22,20.0,84.0,235.0,46.0,22.2,18.3,19.4,71.0,84.0,81.0,645.0,0.0,248.0,686.0,0.0,1.0
9,10,7,0,0.3641,0.0,0.0,0.0,311.1625,0.16134316,0.22,0.4,0.22,0.22,21.7,79.0,629.0,399.0,22.2,18.3,21.1,71.0,90.0,76.0,452.0,0.0,309.0,589.0,0.0,10.0
9,11,7,0,0.37386668,0.0,0.0,0.0,434.87082,0.16163957,0.22,0.4,0.22,0.22,22.8,74.0,799.0,620.0,21.1,18.3,22.2,73.0,90.0,71.0,230.0,0.0,872.0,378.0,0.0,797.0
9,12,7,0,3.13075,0.0,0.0,0.0,527.5847,0.15969998,0.22,0.4,0.22,0.22,22.8,71.0,873.0,760.0,19.4,17.2,22.8,78.0,84.0,64.0,49.0,0.0,862.0,84.0,0.0,835.0
9,13,7,0,2.6547832,0.0,0.0,0.0,575.4583,0.1608053,0.22,0.4,0.22,0.22,22.8,69.0,856.0,751.0,18.9,18.3,22.2,81.0,87.0,64.0,1.0,0.0,887.0,0.0,0.0,911.0
9,14,7,0,2.4323332,0.0,0.0,0.0,581.0292,0.16218156,0.22,0.4,0.22,0.22,22.8,69.0,789.0,741.0,18.3,18.3,22.8,84.0,87.0,64.0,0.0,0.0,757.0,0.0,0.0,831.0
9,15,7,0,2.6250167,0.0,0.0,0.0,536.25415,0.1638599,0.22,0.22,0.22,0.22,22.2,71.0,645.0,686.0,18.3,18.3,22.2,84.0,87.0,64.0,0.0,0.0,627.0,0.0,0.0,749.0
9,16,7,0,3.6872666,0.0,0.0,0.0,448.28333,0.16741794,0.4,0.22,0.22,0.54,22.2,71.0,452.0,589.0,18.3,17.8,21.1,90.0,87.0,68.0,0.0,0.0,491.0,0.0,0.0,804.0
9,17,7,0,4.06025,0.0,0.0,0.0,305.05,0.16931476,0.4,0.22,0.22,0.54,21.1,73.0,230.0,378.0,18.3,17.8,20.6,90.0,90.0,68.0,0.0,0.0,273.0,0.0,0.0,671.0
9,18,7,0,3.8667667,0.0,0.0,0.0,68.2,0.1689671,0.4,0.22,0.22,0.54,19.4,78.0,49.0,84.0,17.2,18.3,19.4,84.0,87.0,70.0,0.0,7.0,70.0,0.0,1.0,343.0
9,19,7,0,2.51835,0.0,0.0,0.0,0.0,0.16898158,0.4,0.22,0.22,0.54,18.9,81.0,1.0,0.0,18.3,18.9,18.9,87.0,84.0,76.0,0.0,74.0,2.0,0.0,25.0,3.0
9,20,7,0,1.46445,0.0,0.0,0.0,0.0,0.16766,0.4,0.22,0.22,0.54,18.3,84.0,0.0,0.0,18.3,19.4,18.9,87.0,81.0,78.0,0.0,177.0,0.0,0.0,9.0,0.0
9,21,7,0,1.28515,0.0,0.0,0.0,0.0,0.15906478,0.22,0.22,0.22,0.22,18.3,84.0,0.0,0.0,18.3,19.4,18.3,87.0,81.0,81.0,0.0,248.0,0.0,0.0,1.0,0.0
9,22,7,0,1.8739834,0.0,0.0,0.0,0.0,0.1430543,0.22,0.22,0.22,0.22,18.3,90.0,0.0,0.0,17.8,21.1,18.3,87.0,76.0,81.0,0.0,309.0,0.0,0.0,10.0,0.0
9,23,7,0,1.0815111,0.0,0.0,0.0,0.0,0.14274561,0.22,0.22,0.22,0.22,18.3,90.0,0.0,0.0,17.8,22.2,17.8,90.0,71.0,81.0,0.0,872.0,0.0,0.0,797.0,0.0
9,24,7,0,0.41901666,0.0,0.0,0.0,0.0,0.13741398,0.22,0.22,0.22,0.22,17.2,84.0,0.0,0.0,18.3,22.8,17.2,87.0,64.0,84.0,7.0,862.0,0.0,1.0,835.0,0.0
9,1,1,0,0.41903332,0.0,0.0,0.0,0.0,0.12663914,0.22,0.22,0.22,0.22,18.3,87.0,0.0,0.0,18.9,22.2,17.2,84.0,64.0,84.0,74.0,887.0,0.0,25.0,911.0,0.0
9,2,1,0,0.43735,0.0,0.0,0.0,0.0,0.124833964,0.22,0.22,0.22,0.22,18.3,87.0,0.0,0.0,19.4,22.8,17.8,81.0,64.0,87.0,177.0,757.0,0.0,9.0,831.0,0.0
9,3,1,0,0.46051666,0.0,0.0,0.0,0.0,0.12523857,0.22,0.22,0.22,0.22,18.3,87.0,0.0,0.0,19.4,22.2,17.8,81.0,64.0,87.0,248.0,627.0,0.0,1.0,749.0,0.0
9,4,1,0,0.46048334,0.0,0.0,0.0,0.0,0.12939975,0.22,0.22,0.54,0.22,17.8,87.0,0.0,0.0,21.1,21.1,18.3,76.0,68.0,84.0,309.0,491.0,0.0,10.0,804.0,0.0
9,5,1,0,0.45818335,0.0,0.0,0.0,0.0,0.13673952,0.22,0.22,0.54,0.22,17.8,90.0,0.0,0.0,22.2,20.6,18.3,71.0,68.0,84.0,872.0,273.0,0.0,797.0,671.0,0.0
9,6,1,0,0.48595,0.0,0.0,0.0,0.0,0.14552662,0.22,0.22,0.54,0.22,18.3,87.0,7.0,1.0,22.8,19.4,18.3,64.0,70.0,84.0,862.0,70.0,7.0,835.0,343.0,0.0
9,7,1,0,0.51730835,0.0,0.0,0.0,40.125,0.15201409,0.22,0.22,0.54,0.22,18.9,84.0,74.0,25.0,22.2,18.9,18.3,64.0,76.0,84.0,887.0,2.0,35.0,911.0,3.0,1.0
9,8,1,0,0.46488333,0.0,0.0,0.0,93.36667,0.16189846,0.22,0.22,0.54,0.22,19.4,81.0,177.0,9.0,22.8,18.9,18.9,64.0,78.0,81.0,757.0,0.0,187.0,831.0,0.0,13.0
9,9,1,0,0.32005,0.0,0.0,0.0,192.55,0.16666266,0.22,0.22,0.22,0.22,19.4,81.0,248.0,1.0,22.2,18.3,20.0,64.0,81.0,78.0,627.0,0.0,200.0,749.0,0.0,8.0
9,10,1,0,0.31,0.0,0.0,0.0,323.38333,0.17035969,0.22,0.54,0.22,0.22,21.1,76.0,309.0,10.0,21.1,18.3,20.0,68.0,81.0,78.0,491.0,0.0,322.0,804.0,0.0,5.0
9,11,1,0,0.31761667,0.0,0.0,0.0,445.1875,0.17514805,0.22,0.54,0.22,0.22,22.2,71.0,872.0,797.0,20.6,17.8,21.1,68.0,81.0,73.0,273.0,0.0,346.0,671.0,0.0,4.0
9,12,1,0,0.71201664,0.0,0.0,0.0,531.94165,0.1825601,0.22,0.54,0.22,0.22,22.8,64.0,862.0,835.0,19.4,17.2,21.7,70.0,84.0,71.0,70.0,0.0,608.0,343.0,0.0,372.0
9,13,1,0,0.33845,0.0,0.0,0.0,577.51666,0.19064263,0.22,0.54,0.22,0.22,22.2,64.0,887.0,911.0,18.9,17.2,22.2,76.0,84.0,68.0,2.0,0.0,841.0,3.0,0.0,689.0
9,14,1,0,0.3186,0.0,0.0,0.0,587.2833,0.1916778,0.22,0.54,0.22,0.22,22.8,64.0,757.0,831.0,18.9,17.8,22.2,78.0,87.0,68.0,0.0,0.0,765.0,0.0,0.0,628.0
9,15,1,0,0.28015,0.0,0.0,0.0,541.375,0.18942699,0.22,0.22,0.22,0.22,22.2,64.0,627.0,749.0,18.3,17.8,22.2,81.0,87.0,66.0,0.0,0.0,644.0,0.0,0.0,739.0
9,16,1,0,1.7672666,0.0,0.0,0.0,446.44168,0.1946227,0.54,0.22,0.22,0.54,21.1,68.0,491.0,804.0,18.3,18.3,21.1,81.0,84.0,71.0,0.0,0.0,321.0,0.0,0.0,253.0
9,17,1,0,3.3027833,0.0,0.0,0.0,282.16666,0.19843549,0.54,0.22,0.22,0.54,20.6,68.0,273.0,671.0,17.8,18.3,21.1,81.0,84.0,68.0,0.0,0.0,182.0,0.0,0.0,235.0
9,18,1,0,1.31965,0.0,0.0,0.0,52.454166,0.19542319,0.54,0.22,0.22,0.54,19.4,70.0,70.0,343.0,17.2,18.3,18.9,84.0,84.0,78.0,0.0,7.0,60.0,0.0,0.0,156.0
9,19,1,0,1.2221167,0.0,0.0,0.0,0.0,0.1966159,0.54,0.22,0.22,0.54,18.9,76.0,2.0,3.0,17.2,18.3,18.9,84.0,84.0,78.0,0.0,35.0,0.0,0.0,1.0,0.0
9,20,1,0,1.3393333,0.0,0.0,0.0,0.0,0.1920097,0.54,0.22,0.22,0.54,18.9,78.0,0.0,0.0,17.8,18.9,18.9,87.0,81.0,78.0,0.0,187.0,0.0,0.0,13.0,0.0
9,21,1,0,0.9953333,0.0,0.0,0.0,0.0,0.17951609,0.22,0.22,0.22,0.22,18.3,81.0,0.0,0.0,17.8,20.0,18.3,87.0,78.0,81.0,0.0,200.0,0.0,0.0,8.0,0.0
9,22,1,0,0.7467,0.0,0.0,0.0,0.0,0.16163166,0.22,0.22,0.22,0.22,18.3,81.0,0.0,0.0,18.3,20.0,18.3,84.0,78.0,81.0,0.0,322.0,0.0,0.0,5.0,0.0
9,23,1,0,1.73945,0.0,0.0,0.0,0.0,0.14538838,0.22,0.22,0.22,0.22,17.8,81.0,0.0,0.0,18.3,21.1,18.3,84.0,73.0,81.0,0.0,346.0,0.0,0.0,4.0,0.0
9,24,1,0,0.294175,0.0,0.0,0.0,0.0,0.13185667,0.22,0.22,0.22,0.22,17.2,84.0,0.0,0.0,18.3,21.7,17.8,84.0,71.0,81.0,7.0,608.0,0.0,0.0,372.0,0.0
9,1,2,0,0.31118333,0.0,0.0,0.0,0.0,0.12749092,0.22,0.22,0.22,0.22,17.2,84.0,0.0,0.0,18.3,22.2,17.2,84.0,68.0,84.0,35.0,841.0,0.0,1.0,689.0,0.0
9,2,2,0,0.31198335,0.0,0.0,0.0,0.0,0.12778658,0.22,0.22,0.22,0.22,17.8,87.0,0.0,0.0,18.9,22.2,17.8,81.0,68.0,81.0,187.0,765.0,0.0,13.0,628.0,0.0
9,3,2,0,0.31136668,0.0,0.0,0.0,0.0,0.13026537,0.22,0.22,0.22,0.22,17.8,87.0,0.0,0.0,20.0,22.2,17.2,78.0,66.0,84.0,200.0,644.0,0.0,8.0,739.0,0.0
9,4,2,0,0.31058332,0.0,0.0,0.0,0.0,0.13260297,0.22,0.22,0.54,0.22,18.3,84.0,0.0,0.0,20.0,21.1,17.2,78.0,71.0,87.0,322.0,321.0,0.0,5.0,253.0,0.0
9,5,2,0,0.30946666,0.0,0.0,0.0,0.0,0.13664924,0.22,0.22,0.54,0.22,18.3,84.0,0.0,0.0,21.1,21.1,17.2,73.0,68.0,87.0,346.0,182.0,0.0,4.0,235.0,0.0
9,6,2,0,0.5968,0.0,0.0,0.0,0.0,0.14536782,0.22,0.22,0.54,0.22,18.3,84.0,7.0,0.0,21.7,18.9,17.8,71.0,78.0,87.0,608.0,60.0,7.0,372.0,156.0,0.0
9,7,2,0,0.8613,0.0,0.0,0.0,8.2,0.15655346,0.22,0.22,0.54,0.22,18.3,84.0,35.0,1.0,22.2,18.9,18.3,68.0,78.0,84.0,841.0,0.0,73.0,689.0,0.0,16.0
9,8,2,0,0.6318667,0.0,0.0,0.0,47.75,0.16927855,0.22,0.22,0.54,0.22,18.9,81.0,187.0,13.0,22.2,18.9,18.3,68.0,78.0,84.0,765.0,0.0,129.0,628.0,0.0,4.0
9,9,2,0,0.31055,0.0,0.0,0.0,74.73333,0.18242218,0.22,0.22,0.22,0.22,20.0,78.0,200.0,8.0,22.2,18.3,18.9,66.0,81.0,78.0,644.0,0.0,283.0,739.0,0.0,3.0
9,10,2,0,0.3091,0.0,0.0,0.0,86.004166,0.1888288,0.22,0.54,0.22,0.22,20.0,78.0,322.0,5.0,21.1,18.3,19.4,71.0,81.0,78.0,321.0,0.0,275.0,253.0,0.0,1.0
9,11,2,0,0.31353334,0.0,0.0,0.0,79.42083,0.19448477,0.22,0.54,0.22,0.22,21.1,73.0,346.0,4.0,21.1,18.3,20.0,68.0,81.0,73.0,182.0,0.0,351.0,235.0,0.0,1.0
9,12,2,0,0.31738332,0.0,0.0,0.0,83.07083,0.1967022,0.22,0.54,0.22,0.22,21.7,71.0,608.0,372.0,18.9,17.8,20.0,78.0,81.0,76.0,60.0,0.0,441.0,156.0,0.0,7.0
9,13,2,0,0.30873334,0.0,0.0,0.0,179.975,0.20129445,0.22,0.54,0.22,0.22,22.2,68.0,841.0,689.0,18.9,17.2,21.7,78.0,84.0,68.0,0.0,0.0,721.0,0.0,0.0,396.0
9,14,2,0,0.30918333,0.0,0.0,0.0,143.8,0.2046146,0.22,0.54,0.22,0.22,22.2,68.0,765.0,628.0,18.9,17.8,22.2,78.0,81.0,66.0,0.0,0.0,651.0,0.0,0.0,507.0
9,15,2,0,0.3176,0.0,0.0,0.0,399.82083,0.20665464,0.22,0.22,0.22,0.22,22.2,66.0,644.0,739.0,18.3,17.2,22.2,81.0,84.0,64.0,0.0,0.0,660.0,0.0,0.0,852.0
9,16,2,0,0.31955,0.0,0.0,0.0,347.26666,0.20595175,0.54,0.22,0.22,0.54,21.1,71.0,321.0,253.0,18.3,17.2,21.1,81.0,87.0,66.0,0.0,0.0,476.0,0.0,0.0,789.0
9,17,2,0,0.46336666,0.0,0.0,0.0,243.02916,0.20789224,0.54,0.22,0.22,0.54,21.1,68.0,182.0,235.0,18.3,17.2,20.6,81.0,87.0,66.0,0.0,0.0,260.0,0.0,0.0,653.0
9,18,2,0,0.48251668,0.0,0.0,0.0,38.3,0.21137106,0.54,0.22,0.22,0.54,18.9,78.0,60.0,156.0,17.8,17.8,18.9,81.0,87.0,73.0,0.0,7.0,65.0,0.0,0.0,320.0
9,19,2,0,0.56245,0.0,0.0,0.0,0.0,0.213342,0.54,0.22,0.22,0.54,18.9,78.0,0.0,0.0,17.2,18.3,18.3,84.0,84.0,78.0,0.0,73.0,0.0,0.0,16.0,0.0
9,20,2,0,0.7449167,0.0,0.0,0.0,0.0,0.21155132,0.54,0.22,0.22,0.54,18.9,78.0,0.0,0.0,17.8,18.3,18.3,81.0,84.0,78.0,0.0,129.0,0.0,0.0,4.0,0.0
9,21,2,0,1.2263167,0.0,0.0,0.0,0.0,0.20166768,0.22,0.22,0.22,0.22,18.3,81.0,0.0,0.0,17.2,18.9,18.3,84.0,78.0,81.0,0.0,283.0,0.0,0.0,3.0,0.0
9,22,2,0,1.2567166,0.0,0.0,0.0,0.0,0.18352889,0.22,0.22,0.22,0.22,18.3,81.0,0.0,0.0,17.2,19.4,17.8,87.0,78.0,81.0,0.0,275.0,0.0,0.0,1.0,0.0
9,23,2,0,0.68835,0.0,0.0,0.0,0.0,0.16399199,0.22,0.22,0.22,0.22,18.3,81.0,0.0,0.0,17.2,20.0,17.8,87.0,73.0,84.0,0.0,351.0,0.0,0.0,1.0,0.0
9,24,2,0,0.49673334,0.0,0.0,0.0,0.0,0.15984227,0.22,0.22,0.22,0.22,17.8,81.0,0.0,0.0,17.8,20.0,17.8,87.0,76.0,81.0,7.0,441.0,0.0,0.0,7.0,0.0
9,1,3,0,0.39615,0.0,0.0,0.0,0.0,0.15214652,0.22,0.22,0.22,0.22,17.2,84.0,0.0,0.0,18.3,21.7,15.6,84.0,68.0,90.0,73.0,721.0,0.0,16.0,396.0,0.0
9,2,3,0,0.39276665,0.0,0.0,0.0,0.0,0.14455527,0.22,0.22,0.22,0.22,17.8,81.0,0.0,0.0,18.3,22.2,15.6,84.0,66.0,87.0,129.0,651.0,0.0,4.0,507.0,0.0
9,3,3,0,0.39366665,0.0,0.0,0.0,0.0,0.14208494,0.22,0.22,0.22,0.22,17.2,84.0,0.0,0.0,18.9,22.2,15.0,78.0,64.0,90.0,283.0,660.0,0.0,3.0,852.0,0.0
9,4,3,0,0.39523333,0.0,0.0,0.0,0.0,0.14264248,0.22,0.22,0.54,0.22,17.2,87.0,0.0,0.0,19.4,21.1,15.0,78.0,66.0,90.0,275.0,476.0,0.0,1.0,789.0,0.0
9,5,3,0,0.39473334,0.0,0.0,0.0,0.0,0.15098341,0.22,0.22,0.54,0.22,17.2,87.0,0.0,0.0,20.0,20.6,14.4,73.0,66.0,93.0,351.0,260.0,0.0,1.0,653.0,0.0
9,6,3,0,0.7436,0.0,0.0,0.0,0.0,0.16997479,0.22,0.22,0.54,0.22,17.8,87.0,7.0,0.0,20.0,18.9,15.0,76.0,73.0,93.0,441.0,65.0,11.0,7.0,320.0,3.0
9,7,3,0,0.9098833,0.0,0.0,0.0,16.2,0.17320478,0.22,0.22,0.54,0.22,18.3,84.0,73.0,16.0,21.7,18.3,16.7,68.0,78.0,93.0,721.0,0.0,56.0,396.0,0.0,14.0
9,8,3,0,0.49798334,0.0,0.0,0.0,61.366665,0.18044114,0.22,0.22,0.54,0.22,18.3,84.0,129.0,4.0,22.2,18.3,17.8,66.0,78.0,90.0,651.0,0.0,120.0,507.0,0.0,3.0
9,9,3,0,0.3123,0.0,0.0,0.0,186.55417,0.18974775,0.22,0.22,0.22,0.22,18.9,78.0,283.0,3.0,22.2,18.3,18.9,64.0,81.0,84.0,660.0,0.0,231.0,852.0,0.0,2.0
9,10,3,0,0.31158334,0.0,0.0,0.0,321.98334,0.19749773,0.22,0.54,0.22,0.22,19.4,78.0,275.0,1.0,21.1,17.8,19.4,66.0,81.0,78.0,476.0,0.0,318.0,789.0,0.0,7.0
9,11,3,0,0.3163,0.0,0.0,0.0,446.03333,0.2022869,0.22,0.54,0.22,0.22,20.0,73.0,351.0,1.0,20.6,17.8,20.0,66.0,84.0,76.0,260.0,0.0,380.0,653.0,0.0,7.0
9,12,3,0,0.3342,0.0,0.0,0.0,537.4083,0.20257623,0.22,0.54,0.22,0.22,20.0,76.0,441.0,7.0,18.9,17.8,21.7,73.0,81.0,68.0,65.0,0.0,375.0,320.0,0.0,2.0
9,13,3,0,0.31845,0.0,0.0,0.0,585.07916,0.20372616,0.22,0.54,0.22,0.22,21.7,68.0,721.0,396.0,18.3,15.6,22.2,78.0,90.0,66.0,0.0,0.0,478.0,0.0,0.0,172.0
9,14,3,0,0.31613332,0.0,0.0,0.0,587.32916,0.2078726,0.22,0.54,0.22,0.22,22.2,66.0,651.0,507.0,18.3,15.6,22.8,78.0,87.0,66.0,0.0,0.0,715.0,0.0,0.0,651.0
9,15,3,0,0.35305,0.0,0.0,0.0,545.9625,0.20846099,0.22,0.22,0.22,0.22,22.2,64.0,660.0,852.0,18.3,15.0,22.2,81.0,90.0,68.0,0.0,0.0,637.0,0.0,0.0,774.0
9,16,3,0,0.37871668,0.0,0.0,0.0,448.00418,0.20969905,0.54,0.22,0.22,0.54,21.1,66.0,476.0,789.0,17.8,15.0,21.7,81.0,90.0,68.0,0.0,0.0,434.0,0.0,0.0,597.0
9,17,3,0,0.76265,0.0,0.0,0.0,297.94168,0.2106858,0.54,0.22,0.22,0.54,20.6,66.0,260.0,653.0,17.8,14.4,21.1,84.0,93.0,71.0,0.0,0.0,235.0,0.0,0.0,530.0
9,18,3,0,2.4510667,0.0,0.0,0.0,52.975,0.2102575,0.54,0.22,0.22,0.54,18.9,73.0,65.0,320.0,17.8,15.0,19.4,81.0,93.0,73.0,0.0,11.0,55.0,0.0,3.0,202.0
9,19,3,0,1.8372667,0.0,0.0,0.0,0.0,0.2096044,0.54,0.22,0.22,0.54,18.3,78.0,0.0,0.0,15.6,16.7,18.9,90.0,93.0,76.0,0.0,56.0,0.0,0.0,14.0,0.0
9,20,3,0,2.4990833,0.0,0.0,0.0,0.0,0.20918964,0.54,0.22,0.22,0.54,18.3,78.0,0.0,0.0,15.6,17.8,18.9,87.0,90.0,76.0,0.0,120.0,0.0,0.0,3.0,0.0
9,21,3,0,0.68416667,0.0,0.0,0.0,0.0,0.20224553,0.22,0.22,0.22,0.22,18.3,81.0,0.0,0.0,15.0,18.9,18.9,90.0,84.0,76.0,0.0,231.0,0.0,0.0,2.0,0.0
9,22,3,0,0.35345,0.0,0.0,0.0,0.0,0.18222053,0.22,0.22,0.22,0.22,17.8,81.0,0.0,0.0,15.0,19.4,18.9,90.0,78.0,76.0,0.0,318.0,0.0,0.0,7.0,0.0
9,23,3,0,0.40341666,0.0,0.0,0.0,0.0,0.17916194,0.22,0.22,0.22,0.22,17.8,84.0,0.0,0.0,14.4,20.0,18.3,93.0,76.0,81.0,0.0,380.0,0.0,0.0,7.0,0.0
9,24,3,0,0.46366668,0.0,0.0,0.0,0.0,0.16284133,0.22,0.22,0.22,0.22,17.8,81.0,0.0,0.0,15.0,21.7,16.7,93.0,68.0,73.0,11.0,375.0,0.0,3.0,2.0,0.0
9,1,4,0,0.46658334,0.0,0.0,0.0,0.0,0.14960778,0.22,0.22,0.22,0.22,15.6,90.0,0.0,0.0,16.7,22.2,17.2,93.0,66.0,84.0,56.0,478.0,0.0,14.0,172.0,0.0
9,2,4,0,0.46508333,0.0,0.0,0.0,0.0,0.14359492,0.22,0.22,0.22,0.22,15.6,87.0,0.0,0.0,17.8,22.8,17.2,90.0,66.0,84.0,120.0,715.0,0.0,3.0,651.0,0.0
9,3,4,0,0.46525,0.0,0.0,0.0,0.0,0.14286095,0.22,0.22,0.22,0.22,15.0,90.0,0.0,0.0,18.9,22.2,16.1,84.0,68.0,87.0,231.0,637.0,0.0,2.0,774.0,0.0
9,4,4,0,0.46636668,0.0,0.0,0.0,0.0,0.14437087,0.22,0.22,0.54,0.22,15.0,90.0,0.0,0.0,19.4,21.7,16.7,78.0,68.0,84.0,318.0,434.0,0.0,7.0,597.0,0.0
9,5,4,0,0.46596667,0.0,0.0,0.0,0.0,0.14944944,0.22,0.22,0.54,0.22,14.4,93.0,0.0,0.0,20.0,21.1,16.7,76.0,71.0,87.0,380.0,235.0,0.0,7.0,530.0,0.0
9,6,4,0,0.77865,0.0,0.0,0.0,0.0,0.17117563,0.22,0.22,0.54,0.22,15.0,93.0,11.0,3.0,21.7,19.4,16.7,68.0,73.0,87.0,375.0,55.0,10.0,2.0,202.0,3.0
9,7,4,0,0.5446,0.0,0.0,0.0,8.5625,0.1728591,0.22,0.22,0.54,0.22,16.7,93.0,56.0,14.0,22.2,18.9,18.3,66.0,76.0,84.0,478.0,0.0,87.0,172.0,0.0,132.0
9,8,4,0,0.36073333,0.0,0.0,0.0,48.2625,0.18240613,0.22,0.22,0.54,0.22,17.8,90.0,120.0,3.0,22.8,18.9,18.3,66.0,76.0,78.0,715.0,0.0,222.0,651.0,0.0,218.0
9,9,4,0,0.31278333,0.0,0.0,0.0,173.5125,0.19296001,0.22,0.22,0.22,0.22,18.9,84.0,231.0,2.0,22.2,18.9,19.4,68.0,76.0,73.0,637.0,0.0,436.0,774.0,0.0,394.0
9,10,4,0,0.31438333,0.0,0.0,0.0,317.40417,0.20247225,0.22,0.54,0.22,0.22,19.4,78.0,318.0,7.0,21.7,18.9,20.6,68.0,76.0,68.0,434.0,0.0,564.0,597.0,0.0,461.0
9,11,4,0,0.32316667,0.0,0.0,0.0,441.0,0.20648226,0.22,0.54,0.22,0.22,20.0,76.0,380.0,7.0,21.1,18.3,21.1,71.0,81.0,64.0,235.0,0.0,891.0,530.0,0.0,761.0
9,12,4,0,0.32645,0.0,0.0,0.0,529.0917,0.2120678,0.22,0.54,0.22,0.22,21.7,68.0,375.0,2.0,19.4,16.7,21.7,73.0,73.0,59.0,55.0,0.0,792.0,202.0,0.0,614.0
9,13,4,0,0.2781,0.0,0.0,0.0,576.3417,0.2146757,0.22,0.54,0.22,0.22,22.2,66.0,478.0,172.0,18.9,17.2,21.7,76.0,84.0,57.0,0.0,0.0,847.0,0.0,0.0,878.0
9,14,4,0,0.27098334,0.0,0.0,0.0,586.43335,0.21553002,0.22,0.54,0.22,0.22,22.8,66.0,715.0,651.0,18.9,17.2,21.1,76.0,84.0,61.0,0.0,0.0,758.0,0.0,0.0,840.0
